date,temperature,rainfall,humidity,land_use_proxy
2004-01-31,26.469317392552338,154.83880024963318,68.57948820248652,0.20082070053830087
2004-02-29,27.329617700147935,119.04544013582469,50.582807140419774,0.230514651942302
2004-03-31,28.280391429849214,86.20112900935321,66.43111664913954,0.22424491692417836
2004-04-30,28.33556171056252,54.5333789762063,63.65392904641627,0.21205342622422796
2004-05-31,25.448908438832305,37.4318717939184,68.91401939629675,0.2526172636839825
2004-06-30,21.720977794618005,37.59080996376435,81.04205554928242,0.2533492375035091
2004-07-31,19.74075768823843,26.882639096405782,87.97989173527621,0.23991033833847067
2004-08-31,17.619882359875334,27.98319070244775,90.48199558741481,0.25612867963632147
2004-09-30,16.554995847505413,97.64551720574833,86.60068257661302,0.2125371565083599
2004-10-31,17.531127455368456,129.1085934975332,86.40666486268222,0.23448093140551787
2004-11-30,20.025449103338055,98.53688562768855,86.40571564803848,0.2231008952428372
2004-12-31,22.835963637344786,127.32269159055043,79.30211471243734,0.2633006167861013
2005-01-31,25.866089834668394,120.47167848215796,69.14276710920622,0.24236271151379277
2005-02-28,27.94679821606386,148.4990021424648,61.144980789602606,0.24503289840380854
2005-03-31,29.107394483524143,103.47118219822264,62.82317871740125,0.2619462199761228
2005-04-30,28.242727352560955,25.256636783967934,62.007665824256826,0.23587533592041768
2005-05-31,26.169856108353038,88.50563438748298,66.18753951271255,0.24766098597654962
2005-06-30,23.047514447066256,40.61841219587344,76.97996882812805,0.26426837794764696
2005-07-31,20.195250168404808,55.21709910543472,82.33063975353153,0.23629541402951715
2005-08-31,17.434261815355963,56.683156587242266,93.45093466290032,0.2632363140040918
2005-09-30,17.08292466733271,98.60070481456115,91.58730726055404,0.2692076951989915
2005-10-31,17.414744739843897,72.5159464947155,78.96889249192736,0.24531196422153562
2005-11-30,20.5634762317993,91.35602827821131,88.42516131222834,0.25393439174059307
2005-12-31,22.67549403697523,142.0969473128482,72.23384396021761,0.27720930634633323
2006-01-31,25.716745187759688,81.54428963875597,56.55935989843002,0.2730736195924059
2006-02-28,27.99370825992461,81.1314129466911,53.321317245016566,0.23928002701199474
2006-03-31,29.241354678595478,99.12236777111866,62.44169482847287,0.25447925153940726
2006-04-30,27.197818567248557,80.83800084971044,70.28515325719798,0.2501419030432313
2006-05-31,25.667780254536066,89.61882475318956,72.16249496239608,0.26380354226326386
2006-06-30,22.92241990247522,73.76949410050875,83.23978246994605,0.2516528749502581
2006-07-31,19.628915095990838,79.98734277155889,86.99969835230604,0.24513749804839724
2006-08-31,17.84262469912073,62.53561074212962,87.4988394634,0.25940101665781823
2006-09-30,17.049775136491483,125.48216533005947,86.9655513397415,0.24183710363991562
2006-10-31,18.33620809369172,106.07290774411969,90.2907125897038,0.28828738991541897
2006-11-30,20.444973375835705,130.5562112671178,79.40646668519703,0.28940807944194263
2006-12-31,22.74839676312031,143.92447827260273,76.78439327969392,0.27610816233036545
2007-01-31,24.92459841167251,169.23223032310142,67.94115756830527,0.2551768711883296
2007-02-28,28.655618420682657,106.10688830354613,54.61325044158039,0.2652251396374163
2007-03-31,28.967499535029486,82.67501991213345,52.57285096166048,0.2508654665334404
2007-04-30,28.382871039991723,100.1611031826416,61.19543984377269,0.27898435814786493
2007-05-31,25.447281226283167,31.0032873261651,63.6945681038722,0.26903432790772397
2007-06-30,23.006002456639802,2.8071576587401594,86.0288424394127,0.292820740128189
2007-07-31,19.88593461481619,48.85875079718487,87.50642538659281,0.2989177037798853
2007-08-31,17.96960494237822,108.9786116347305,84.92799625300864,0.29400803138957277
2007-09-30,17.41418480249483,72.16123948143041,89.44518860486092,0.26029749315847955
2007-10-31,17.336838463208597,145.7984312539636,93.718463859587,0.2634675797875496
2007-11-30,20.447543240766027,164.75388306065375,84.81880033801899,0.3019136647211507
2007-12-31,22.712444308449626,155.44084030781278,76.87146089620359,0.2649918297724905
2008-01-31,25.438563440951704,167.7188092485087,57.51865329307212,0.2874582462526205
2008-02-29,28.205285885764866,93.01068732555552,57.053317006991286,0.276836680528061
2008-03-31,29.438765104342103,136.9891132891011,51.46176748595431,0.26311147317327965
2008-04-30,27.702191372972052,84.751932209041,55.30740598405626,0.26607893569451396
2008-05-31,25.949873234103936,82.2242588376543,73.75065631646544,0.3002000981280052
2008-06-30,23.007863259742702,34.969586911814716,73.7485159136838,0.28525963321181175
2008-07-31,19.5648805634283,59.63124279585568,92.3009370266411,0.27443289268280235
2008-08-31,18.005346781689624,31.59750214262252,88.81692875737907,0.301385003282721
2008-09-30,16.89007190172899,71.62579416409014,95.8265402376884,0.3046279836521358
2008-10-31,17.459616329866765,114.24189964375576,83.53604550318785,0.2783822995004106
2008-11-30,20.17211742161875,114.68091935327394,75.50903726918185,0.31047760651447137
2008-12-31,23.307480879936705,121.95160667759319,80.67583509444052,0.27534157712212215
2009-01-31,25.40756240853266,87.16113374136302,73.64903538731897,0.29603580436620036
2009-02-28,28.484594030660155,116.23503529710455,56.879560904627034,0.31408974047265603
2009-03-31,29.167111621662507,76.4407332061792,61.61285819840406,0.2970991410340273
